candidate_id,name,business_name,dba,full_premise_address,city,state,zip,permit_numbers,permit_count,classification,classification_reason,current_operating_status,operator_url,evidence_url,source_name,source_url,retrieval_date,exact_registry_reference,notes
ca-ttb-342e2f11efa1,"Satellite Spirits, Inc.","SATELLITE SPIRITS, INCORPORATED","Satellite Spirits, Inc.","13346 E GRASS VALLEY AVE UNIT E, GRASS VALLEY, CA, 95945",GRASS VALLEY,CA,95945,CA-S-20227,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20227,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3566d39778e4,"ASCENDANT SPIRITS, INC.","ASCENDANT SPIRITS, INC.",,"37 INDUSTRIAL WAY, BUELLTON, CA, 94327",BUELLTON,CA,94327,CA-S-20004,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20004,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-364f6c7e5684,Sabbatical Labs,"SABBATICAL LABS, LLC",Sabbatical Labs,"16021 W HIGHWAY 4, STOCKTON, CA, 95206",STOCKTON,CA,95206,CA-S-20290,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20290,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3654e30cc0ca,"LUCKY29 LIQUORS, LLC","LUCKY29 LIQUORS, LLC",,"12424 GOLD FLAKE CT, RANCHO CORDOVA, CA, 95742",RANCHO CORDOVA,CA,95742,CA-S-20460,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20460,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-36ff3e7ef6af,Healdsburg Distillers,"HEALDSBURG DISTILLERS, INC.",Healdsburg Distillers,"1229 GROVE ST UNIT 8, HEALDSBURG, CA, 95448",HEALDSBURG,CA,95448,CA-S-20231,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20231,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3714ef43168f,Building 43 Distillery,STEELTOWN WINERY LLC,Building 43 Distillery,"2440 MONARCH ST STE 100, ALAMEDA, CA, 94501",ALAMEDA,CA,94501,CA-S-20471,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20471,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-373e1f532f20,FRESNO STATE VINEYARDS,"THE AGRICULTURAL FOUNDATION OF CALIFORNIA STATE UNIVERSITY, FRESNO",FRESNO STATE VINEYARDS,"2360 E BARSTOW AVE, FRESNO, CA, 93740",FRESNO,CA,93740,CA-S-15064,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15064; California ABC Daily Data Export: 00322058 (02, 04, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00322058 (THE AGRICULTURAL FOUNDATION OF CALIFORNIA STATE UN / FRESNO STATE VINEYARDS); Type 04 file 00322058 (THE AGRICULTURAL FOUNDATION OF CALIFORNIA STATE UN / FRESNO STATE VINEYARDS); Type 02 file 00322058 (THE AGRICULTURAL FOUNDATION OF CALIFORNIA STATE UN / FRESNO STATE VINEYARDS).
ca-ttb-38364f3e8fe6,"APEX GLOBAL IMPORTS, INC.","APEX GLOBAL IMPORTS, INC.",,"1250 PIONEER WAY STE F, EL CAJON, CA, 92020",EL CAJON,CA,92020,CA-S-20458,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20458,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-385f2fda3186,Third Avenue Distillery,CAREN ANN FRIEDMAN,Third Avenue Distillery,"1235 3RD AVE, NAPA, CA, 94558",NAPA,CA,94558,CA-S-20214,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20214,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-38edeadafcfa,Cedar Crest Brewery and Winery,CEDAR CREST BREWERY AND WINERY LLC,Cedar Crest Brewery and Winery,"1475 PLACER ST BLDG B, REDDING, CA, 96001",REDDING,CA,96001,CA-S-20442,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20442,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3903a449d389,"CUTWATER SPIRITS, LLC","CUTWATER SPIRITS, LLC",,"9750 DISTRIBUTION AVE, SAN DIEGO, CA, 92121",SAN DIEGO,CA,92121,CA-S-20148,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20148; California ABC Daily Data Export: 00570747 (04, 06, 12)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00570747 (CUTWATER SPIRITS  LLC / ); Type 04 file 00570747 (CUTWATER SPIRITS  LLC / ); Type 12 file 00570747 (CUTWATER SPIRITS  LLC / ).
ca-ttb-39621c36c078,Drovers Distillery,AGIM NERGUTI,Drovers Distillery,"934 S MAIN ST UNIT Q, WILLITS, CA, 95490",WILLITS,CA,95490,CA-S-20392,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20392,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-39ff08e2ac7e,BLUME DISTILLATION LLC,BLUME DISTILLATION LLC,,"371 CALABASAS RD, WATSONVILLE, CA, 95076",WATSONVILLE,CA,95076,CA-S-20327,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20327,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3a4713f8781e,BEAULIEU VINEYARD,TREASURY WINE ESTATES AMERICAS COMPANY,BEAULIEU VINEYARD,"1960 ST HELENA HWY, RUTHERFORD, CA, 94574",RUTHERFORD,CA,94574,CA-S-20361,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20361,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3b32ae3bc18f,Old Possum Brewing Co.,"OLD POSSUM, LLC",Old Possum Brewing Co.,"357 SUTTON PL, SANTA ROSA, CA, 95407",SANTA ROSA,CA,95407,CA-S-20540,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20540; California ABC Daily Data Export: 00569334 (06, 23, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 23 file 00569334 (OLD POSSUM LLC / OLD POSSUM BREWING CO); Type 06 file 00569334 (OLD POSSUM LLC / OLD POSSUM BREWING CO); Type 74 file 00569334 (OLD POSSUM LLC / OLD POSSUM BREWING CO).
ca-ttb-3b495c8a9709,Alamere Spirits,"AZLIA, INC.",Alamere Spirits,"24 GALLI DR UNIT 2, NOVATO, CA, 94949",NOVATO,CA,94949,CA-S-20272,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20272,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3bc8aeeebdc9,Bin to Bottle,B2B NAPA LLC,Bin to Bottle,"110-122 CAMINO ORUGA, NAPA, CA, 94558",NAPA,CA,94558,CA-S-20585,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20585; California ABC Daily Data Export: 00438082 (02, 06, 09, 12, 17, 23, 24)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 06 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 24 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 23 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 17 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 12 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC); Type 09 file 00438082 (BIN TO BOTTLE  LLC / BIN TO BOTTLE LLC).
ca-ttb-3c76683a7e05,"DONATI FAMILY VINEYARD, INC.","DONATI FAMILY VINEYARD, INC.",,"2720 OAK VIEW RD, TEMPLETON, CA, 93465",TEMPLETON,CA,93465,CA-S-20260,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20260,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3d96bb2f9ac3,619 SPIRITS,619 SPIRITS,,"3019 LINCOLN AVE, SAN DIEGO, CA, 92104",SAN DIEGO,CA,92104,CA-S-20157,1,production_site,"Operator holds active California ABC Type 06 (Still) and Type 74 (Craft Distiller) licenses at the permit address, where they perform on-site small-batch vodka production.",open,https://619spirits.com/,https://www.abc.ca.gov/licensing/license-lookup/single-license/?RPTTYPE=12&LICENSE=571097,California ABC License Lookup,https://www.abc.ca.gov/licensing/license-lookup/single-license/?RPTTYPE=12&LICENSE=571097,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20157,Permit address 3019 Lincoln Ave is part of the 3015-3019 Lincoln Ave complex; operator website confirms on-site distilling and bottling in North Park.
ca-ttb-3da5e244e1c9,Wise Caldwell Distillers,"WISE-CALDWELL DISTILLERS, LLC",Wise Caldwell Distillers,"68 COOMBS ST STE L6, NAPA, CA, 94559",NAPA,CA,94559,CA-S-20216,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20216,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3daf27f07c06,"KLEIN FOODS, INC.","KLEIN FOODS, INC.",,"11455 OLD REDWOOD HWY, HEALDSBURG, CA, 95448",HEALDSBURG,CA,95448,CA-S-15142,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15142; California ABC Daily Data Export: 00227526 (02, 04, 06, 09)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00227526 (KLEIN FOODS  INC. / RODNEY STRONG VINEYARDS); Type 06 file 00227526 (KLEIN FOODS  INC. / RODNEY STRONG VINEYARDS); Type 04 file 00227526 (KLEIN FOODS  INC. / RODNEY STRONG VINEYARDS); Type 09 file 00227526 (KLEIN FOODS  INC. / RODNEY STRONG VINEYARDS).
ca-ttb-3e287fb3755b,Old World Spirits,OLD WORLD SPIRITS L.L.C.,Old World Spirits,"12595 WATSONVILLE RD, MORGAN HILL, CA, 95037",MORGAN HILL,CA,95037,CA-S-15082,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15082; California ABC Daily Data Export: 00646230 (02, 03, 06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00646230 (OLD WORLD SPIRITS LLC / OLD WORLD SPIRITS DBA KUCHAN CELLARS); Type 03 file 00646230 (OLD WORLD SPIRITS LLC / OLD WORLD SPIRITS DBA KUCHAN CELLARS); Type 06 file 00646230 (OLD WORLD SPIRITS LLC / OLD WORLD SPIRITS DBA KUCHAN CELLARS); Type 74 file 00646230 (OLD WORLD SPIRITS LLC / OLD WORLD SPIRITS DBA KUCHAN CELLARS).
ca-ttb-3e61656d6a45,JuneShine,"JUNESHINE, INC.",JuneShine,"10051 OLD GROVE RD, SAN DIEGO, CA, 92131",SAN DIEGO,CA,92131,CA-S-20393,1,bottling_only,Official California ABC export shows matching active manufacturer-agent/rectifier privileges but no matching active distilled-spirits production licence.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20393; California ABC Daily Data Export: 00603078, 00632243 (07, 09, 12, 23)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 23 file 00603078 (JUNESHINE INC / JUNESHINE); Type 12 file 00632243 (JUNESHINE INC / JUNESHINE); Type 07 file 00632243 (JUNESHINE INC / JUNESHINE); Type 09 file 00603078 (JUNESHINE INC / JUNESHINE).
ca-ttb-3eebbe6cffc3,"MONTEREY WINE COMPANY, LLC","MONTEREY WINE COMPANY, LLC",,"1010 INDUSTRIAL WAY, KING CITY, CA, 93930",KING CITY,CA,93930,CA-S-372,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-372; California ABC Daily Data Export: 00388756 (02, 04, 06, 09, 12)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00388756 (MONTEREY WINE COMPANY LLC / MONTEREY WINE COMPANY); Type 06 file 00388756 (MONTEREY WINE COMPANY LLC / MONTEREY WINE COMPANY); Type 04 file 00388756 (MONTEREY WINE COMPANY LLC / MONTEREY WINE COMPANY); Type 12 file 00388756 (MONTEREY WINE COMPANY LLC / MONTEREY WINE COMPANY); Type 09 file 00388756 (MONTEREY WINE COMPANY LLC / MONTEREY WINE COMPANY).
ca-ttb-3f7dda7f3af2,Mistura/Nicola's Restaurant,NICOLA ALLEGRETTA & JACKELINE ORTIZ DE ZEVALLOS-ALLEGRETTA,Mistura/Nicola's Restaurant,"570 HIGUERA ST STE 105, SAN LUIS OBISPO, CA, 93401",SAN LUIS OBISPO,CA,93401,CA-S-20298,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20298,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-3ff25862830e,SMOOCH BEVERAGES USA INC,SMOOCH BEVERAGES USA INC,,"31220 LA BAYA DR UNIT 114, WESTLAKE VILLAGE, CA, 91362",WESTLAKE VILLAGE,CA,91362,CA-S-20160,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20160,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-4042f85fc4c0,Loyd Locvich and Elisa Swanson,LOYD LOCVICH AND ELISA SWANSON,Loyd Locvich and Elisa Swanson,"3133 BUTTE SLOUGH RD, COLUSA, CA, 95932",COLUSA,CA,95932,CA-S-20141,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20141,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-4117287abae4,Mosby Spirits,GARY RAY MOSBY,Mosby Spirits,"745 W BETTERAVIA RD, SANTA MARIA, CA, 93455",SANTA MARIA,CA,93455,CA-S-20385,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20385,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-419cbd87c62b,Sideways Spirits,"SIDEWAYS SPIRITS, INC.",Sideways Spirits,"41110 SANDALWOOD CIR UNIT 116, MURRIETA, CA, 92562",MURRIETA,CA,92562,CA-S-20060,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20060,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-42bfa786bc4b,Copper Cane Spirits,ISLA DE CALIFA LLC,Copper Cane Spirits,"819 MARIPOSA RD, MODESTO, CA, 95354",MODESTO,CA,95354,CA-S-20313,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20313; California ABC Daily Data Export: 00607180 (06, 74)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00607180 (ISLA DE CALIFA LLC / COPPER CANE SPIRITS); Type 74 file 00607180 (ISLA DE CALIFA LLC / COPPER CANE SPIRITS).
ca-ttb-42da81d110a3,GEYSERVILLE WINERY,DUCKHORN WINE COMPANY,GEYSERVILLE WINERY,"19410 GEYSERVILLE AVE, GEYSERVILLE, CA, 95441",GEYSERVILLE,CA,95441,CA-S-20482,1,needs_review,"Official California ABC export has an exact-premise identity match, but the listed licence type does not independently establish spirits production.",unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-20482; California ABC Daily Data Export: 00654602 (02, 06)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00654602 (DUCKHORN WINE COMPANY / GEYSERVILLE WINERY); Type 06 file 00654602 (DUCKHORN WINE COMPANY / GEYSERVILLE WINERY).
ca-ttb-43efdf38350f,LOS AMIGOS RESTAURANT,"RODRIGUEZ RAMIREZ, INC.",LOS AMIGOS RESTAURANT,"530 VALENCIA ST, SAN FRANCISCO, CA, 94110",SAN FRANCISCO,CA,94110,CA-S-20384,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20384,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-440028051f93,The Palm Spirings Spirits Company,MIMIDEX LLC,The Palm Spirings Spirits Company,"1130 N VALDIVA WAY STE B, PALM SPRINGS, CA, 92262",PALM SPRINGS,CA,92262,CA-S-20296,1,closed_or_unverifiable,"No operator, local-government, or exact-premise California ABC evidence was located in the completed review; the TTB listing verifies permit identity only.",unverifiable,,https://www.ttb.gov/public-information/foia/list-of-permittees,TTB Spirits Producers and Bottlers List,https://www.ttb.gov/public-information/foia/list-of-permittees,2026-08-22,TTB Spirits Producers and Bottlers List: CA-S-20296,Conservative default after no completed individual evidence and no exact-premise owner/DBA match in California ABC daily data; not a finding of closure.
ca-ttb-44fb58b8442f,STAG'S LEAP WINE CELLARS,"STAG'S LEAP WINE CELLARS, LLC",STAG'S LEAP WINE CELLARS,"5766 SILVERADO TRL, NAPA, CA, 94558",NAPA,CA,94558,CA-S-15042,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-15042; California ABC Daily Data Export: 00459819 (02, 04, 06, 09, 17)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 02 file 00459819 (STAG'S LEAP WINE CELLARS  LLC / STAG'S LEAP WINE CELLARS); Type 04 file 00459819 (STAG'S LEAP WINE CELLARS  LLC / STAG'S LEAP WINE CELLARS); Type 06 file 00459819 (STAG'S LEAP WINE CELLARS  LLC / STAG'S LEAP WINE CELLARS); Type 17 file 00459819 (STAG'S LEAP WINE CELLARS  LLC / STAG'S LEAP WINE CELLARS); Type 09 file 00459819 (STAG'S LEAP WINE CELLARS  LLC / STAG'S LEAP WINE CELLARS).
ca-ttb-452357a9b4bd,MCCALL WINERIES & DISTILLERIES,E. & J. GALLO WINERY,MCCALL WINERIES & DISTILLERIES,"1042 S MCCALL AVE, SANGER, CA, 93657",SANGER,CA,93657,CA-S-379,1,production_site,Official California ABC export shows a matching active brandy/distilled-spirits/craft-distiller licence at the TTB premise.,unknown,,https://www.abc.ca.gov/licensing/licensing-reports/,California ABC Daily Data Export,https://www.abc.ca.gov/wp-content/uploads/DailyExport-CSV.zip,2026-08-22,"TTB Spirits Producers and Bottlers List: CA-S-379; California ABC Daily Data Export: 00397585, 00476686 (02, 03, 04, 06, 09, 12)",Automated exact premise plus owner/DBA-token match in official ABC export: Type 06 file 00397585 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES); Type 03 file 00397585 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES); Type 02 file 00476686 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES); Type 04 file 00397585 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES); Type 12 file 00397585 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES); Type 09 file 00476686 (E. & J. GALLO WINERY / MCCALL WINERIES & DISTILLERIES).
